date-time;min;max;median;mean;std;sum
2016-01-01;201.822;1278.52;411.216;421.1199860627173;126.06086695070539;120861.43599999987
2016-01-04;604.4159999999999;2258.81;1706.4450000000002;1544.6498020833333;573.9510068157498;148286.381
2016-01-05;639.816;2538.76;1872.665;1672.3025520833335;628.7457485294266;160541.045
2016-01-06;872.316;2458.07;1892.73;1713.3778750000008;541.6051438605774;164484.27600000007
2016-01-07;839.8989999999999;3430.99;1995.93;1859.185885416667;667.2051313362863;178481.84500000003
2016-01-08;330.816;2875.67;894.764;1086.7729861111115;623.1416847205809;312990.6200000001
2016-01-11;602.016;2523.37;1749.78;1587.5746874999993;629.9396877549523;152407.16999999993
2016-01-12;756.5160000000001;2478.16;1764.9099999999999;1659.1928437500003;564.784281309586;159282.51300000004
2016-01-13;674.5989999999999;2564.69;2012.845;1760.1006354166666;676.4542224328595;168969.661
2016-01-14;900.191;2876.94;2263.935;2007.1367499999997;696.7194814916546;192685.12799999997
2016-01-15;867.5160000000001;3249.45;1226.345;1503.977784722222;657.8164593527133;433145.6019999999
2016-01-18;1197.21;3071.07;2358.49;2200.961354166668;654.2348534724721;211292.29000000012
2016-01-19;1340.32;2972.03;2474.0;2241.220937499999;552.4650423045655;215157.2099999999
2016-01-20;1205.91;3231.96;2390.16;2225.3015624999994;665.5182916879272;213628.94999999995
2016-01-21;1419.82;3074.6;2450.285;2274.9113541666675;595.3321714571043;218391.49000000008
2016-01-22;694.1160000000001;3934.39;1205.955;1437.1417152777772;618.4187910138122;413896.81399999984
2016-01-25;1033.69;3685.84;2063.325;1927.617395833333;672.8785731174052;185051.26999999996
2016-01-26;1142.32;3744.35;2239.535;2070.775520833333;662.9403154335198;198794.44999999995
2016-01-27;1164.81;3701.53;2356.2250000000004;2200.987083333333;656.7030950804522;211294.75999999995
2016-01-28;1189.1;2904.23;2231.295;2062.054270833334;574.2750208150222;197957.21000000008
2016-01-29;724.9989999999999;3958.01;1157.21;1403.497552083333;711.0662833746622;404207.29499999987
2016-02-01;1079.02;3385.35;2161.825;1988.138020833334;609.7924464233623;190861.25000000006
2016-02-02;1121.32;3964.71;3332.745;2955.5322916666664;833.4576809759754;283731.1
2016-02-03;1314.52;3920.05;2370.0299999999997;2538.6646875;649.9108881133802;243711.81
2016-02-04;1196.3;3050.11;2064.49;2034.931875;591.3395986354559;195353.46
2016-02-05;738.2080000000001;3016.08;1114.035;1362.2296180555559;618.4876821879556;392322.13000000006
2016-02-08;948.5160000000001;4692.78;2215.2250000000004;2071.9993125;788.3483144976934;198911.934
2016-02-09;1259.31;3750.76;2284.54;2111.6512499999994;608.3288937862994;202718.51999999996
2016-02-10;1222.11;3016.3;2359.0950000000003;2149.100208333333;573.1919315974163;206313.61999999997
2016-02-11;1133.15;3021.31;2170.7799999999997;2049.900416666666;593.274833738288;196790.43999999994
2016-02-12;699.4989999999999;2996.81;1258.6950000000002;1419.63020486111;626.3735019664576;408853.4989999997
2016-02-15;1097.31;2916.18;2406.625;2187.7084374999995;590.0532574238367;210020.00999999995
2016-02-16;1299.81;2928.39;2396.575;2198.8746875;533.2532592580892;211091.97
2016-02-17;1432.54;3068.61;2363.31;2223.8729166666676;538.8336895553437;213491.8000000001
2016-02-18;1342.84;3310.14;2217.3599999999997;2165.558958333334;585.5295622533398;207893.66000000006
2016-02-19;244.085;2968.22;629.217;994.2013298611093;738.5739305288413;286329.9829999995
2016-02-22;540.182;2851.16;1676.725;1521.8032291666666;642.7239857830842;146093.11
2016-02-23;740.123;2251.49;1675.02;1562.4975000000004;514.260636129375;149999.76000000004
2016-02-24;744.0310000000001;4230.83;1737.625;1763.2772395833333;835.6957588531434;169274.615
2016-02-25;732.6310000000001;2380.38;1836.3;1625.0238749999996;549.7376399515691;156002.29199999996
2016-02-26;352.69599999999997;2409.42;703.4305;910.4916736111113;569.3398626482598;262221.6020000001
2016-02-29;628.116;2230.55;1672.19;1508.5675729166667;502.5821636965754;144822.487
2016-03-01;889.5980000000001;2342.09;1823.585;1633.2673645833331;492.6559983755317;156793.667
2016-03-02;678.5160000000001;2435.1;1684.83;1595.3925937499998;565.0350064524382;153157.68899999998
2016-03-03;769.1080000000001;2166.05;1777.95;1557.721145833334;457.183785309975;149541.23000000007
2016-03-04;135.374;3101.18;714.662;899.4940173611113;570.0215032222002;259054.27700000006
2016-03-07;446.30800000000005;3129.3;1735.4650000000001;1575.1940833333335;704.5619227576309;151218.632
2016-03-08;735.799;3377.26;1705.83;1788.1320104166664;787.9593486275198;171660.67299999998
2016-03-09;689.882;3112.59;2697.85;2232.2773020833333;884.8514256183367;214298.62099999998
2016-03-10;1813.67;3248.74;2666.955;2532.5778125000006;459.3021419804134;243127.47000000006
2016-03-11;368.50300000000004;3702.31;700.461;1232.472611111111;946.5274453640163;354952.11199999996
2016-03-14;601.674;2354.66;1708.54;1550.059802083333;587.7028817201252;148805.74099999995
2016-03-15;667.091;2493.08;1506.175;1525.100177083333;585.5688674941479;146409.61699999997
2016-03-16;693.791;2917.22;1499.78;1483.6112083333335;532.7797427697574;142426.676
2016-03-17;782.299;2265.18;1736.46;1581.91446875;497.64798022533654;151863.789
2016-03-18;259.70799999999997;2877.83;654.6375;868.8406666666665;570.3370529648406;250226.11199999996
2016-03-21;492.50800000000004;2182.41;1612.68;1427.651427083333;580.336631742932;137054.53699999995
2016-03-22;699.808;2839.72;1557.1950000000002;1537.6567708333334;550.8055376862143;147615.05000000002
2016-03-23;1227.51;3355.73;1890.565;1962.207395833334;534.9553102618547;188371.91000000006
